,Gene Name,SGI75460067_x,SGI75460067_y,SGI75460068,SGI75460075,SGI75460076,SGI75460103,SGI75460104
32430,RNU6-1080P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32431,RNU6-1081P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32432,RNU6-1082P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32433,RNU6-1083P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32434,RNU6-1084P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32435,RNU6-1085P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32436,RNU6-1086P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32437,RNU6-1087P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32438,RNU6-1088P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32439,RNU6-1089P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32440,RNU6-108P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32441,RNU6-1090P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32442,RNU6-1091P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32443,RNU6-1092P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32444,RNU6-1093P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32445,RNU6-1094P,0.021394,0.021394,0.021394,0.021394,0.021394,0.021394,0.021394
32446,RNU6-1095P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32447,RNU6-1096P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32448,RNU6-1097P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32449,RNU6-1098P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32450,RNU6-1099P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32451,RNU6-109P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32452,RNU6-10P,0.737591,0.737591,0.737591,0.737591,0.737591,0.737591,0.737591
32453,RNU6-1100P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32454,RNU6-1101P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32455,RNU6-1102P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32456,RNU6-1103P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32457,RNU6-1104P,0.332011,0.332011,0.332011,0.332011,0.332011,0.332011,0.332011
32458,RNU6-1105P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32459,RNU6-1106P,0.008194,0.008194,0.008194,0.008194,0.008194,0.008194,0.008194
32460,RNU6-1107P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32461,RNU6-1108P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32462,RNU6-1109P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32463,RNU6-110P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32464,RNU6-1110P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32465,RNU6-1111P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32466,RNU6-1112P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32467,RNU6-1113P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32468,RNU6-1114P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32469,RNU6-1115P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32470,RNU6-1116P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32471,RNU6-1117P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32472,RNU6-1118P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32473,RNU6-1119P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32474,RNU6-111P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32475,RNU6-1120P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32476,RNU6-1121P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32477,RNU6-1122P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32478,RNU6-1123P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32479,RNU6-1124P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32480,RNU6-1125P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32481,RNU6-1126P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32482,RNU6-1127P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32483,RNU6-1128P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32484,RNU6-1129P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32485,RNU6-112P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32486,RNU6-1130P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32487,RNU6-1131P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32488,RNU6-1132P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32489,RNU6-1133P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32490,RNU6-1134P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32491,RNU6-1135P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32492,RNU6-1136P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32493,RNU6-1137P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32494,RNU6-1138P,0.041357,0.041357,0.041357,0.041357,0.041357,0.041357,0.041357
32495,RNU6-1139P,0.013501,0.013501,0.013501,0.013501,0.013501,0.013501,0.013501
32496,RNU6-113P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32497,RNU6-1140P,0.061665,0.061665,0.061665,0.061665,0.061665,0.061665,0.061665
32498,RNU6-1141P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32499,RNU6-1143P,0.017411,0.017411,0.017411,0.017411,0.017411,0.017411,0.017411
32500,RNU6-1144P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32501,RNU6-1145P,0.004136,0.004136,0.004136,0.004136,0.004136,0.004136,0.004136
32502,RNU6-1146P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32503,RNU6-1147P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32504,RNU6-1148P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32505,RNU6-1149P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32506,RNU6-114P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32507,RNU6-1150P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32508,RNU6-1151P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32509,RNU6-1152P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32510,RNU6-1153P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32511,RNU6-1154P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32512,RNU6-1155P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32513,RNU6-1156P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32514,RNU6-1157P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32515,RNU6-1158P,0.008194,0.008194,0.008194,0.008194,0.008194,0.008194,0.008194
32516,RNU6-1159P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32517,RNU6-115P,0.112118,0.112118,0.112118,0.112118,0.112118,0.112118,0.112118
32518,RNU6-1160P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32519,RNU6-1161P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32520,RNU6-1162P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32521,RNU6-1163P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32522,RNU6-1164P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32523,RNU6-1165P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32524,RNU6-1167P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32525,RNU6-1168P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32526,RNU6-1169P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32527,RNU6-116P,0.287667,0.287667,0.287667,0.287667,0.287667,0.287667,0.287667
32528,RNU6-1170P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32529,RNU6-1171P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32530,RNU6-1172P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32531,RNU6-1174P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32532,RNU6-1175P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32533,RNU6-1176P,0.033031,0.033031,0.033031,0.033031,0.033031,0.033031,0.033031
32534,RNU6-1177P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32535,RNU6-1178P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32536,RNU6-1179P,0.008194,0.008194,0.008194,0.008194,0.008194,0.008194,0.008194
32537,RNU6-117P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32538,RNU6-1180P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32539,RNU6-1181P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32540,RNU6-1183P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32541,RNU6-1184P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32542,RNU6-1186P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32543,RNU6-1187P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32544,RNU6-1188P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32545,RNU6-1189P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32546,RNU6-118P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32547,RNU6-1190P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32548,RNU6-1191P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32549,RNU6-1192P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32550,RNU6-1193P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32551,RNU6-1194P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32552,RNU6-1195P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32553,RNU6-1196P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32554,RNU6-1197P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32555,RNU6-1198P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32556,RNU6-1199P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32557,RNU6-119P,0.013063,0.013063,0.013063,0.013063,0.013063,0.013063,0.013063
32558,RNU6-11P,11.040772,11.040772,11.040772,11.040772,11.040772,11.040772,11.040772
32559,RNU6-1200P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32560,RNU6-1201P,0.075341,0.075341,0.075341,0.075341,0.075341,0.075341,0.075341
32561,RNU6-1203P,0.030426,0.030426,0.030426,0.030426,0.030426,0.030426,0.030426
32562,RNU6-1204P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32563,RNU6-1205P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32564,RNU6-1206P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32565,RNU6-1207P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32566,RNU6-1208P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32567,RNU6-1209P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32568,RNU6-120P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32569,RNU6-1210P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32570,RNU6-1211P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32571,RNU6-1212P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32572,RNU6-1213P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32573,RNU6-1214P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32574,RNU6-1215P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32575,RNU6-1216P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32576,RNU6-1217P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32577,RNU6-1218P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32578,RNU6-1219P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32579,RNU6-121P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32580,RNU6-1220P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32581,RNU6-1222P,0.013063,0.013063,0.013063,0.013063,0.013063,0.013063,0.013063
32582,RNU6-1223P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32583,RNU6-1224P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32584,RNU6-1225P,0.219338,0.219338,0.219338,0.219338,0.219338,0.219338,0.219338
32585,RNU6-1226P,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231
32586,RNU6-1227P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32587,RNU6-1228P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32588,RNU6-1229P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32589,RNU6-122P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32590,RNU6-1230P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32591,RNU6-1231P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32592,RNU6-1232P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32593,RNU6-1233P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32594,RNU6-1234P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32595,RNU6-1235P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32596,RNU6-1236P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32597,RNU6-1237P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32598,RNU6-1238P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32599,RNU6-1239P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32600,RNU6-123P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32601,RNU6-1240P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32602,RNU6-1241P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32603,RNU6-1242P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32604,RNU6-1243P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32605,RNU6-1244P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32606,RNU6-1245P,0.028445,0.028445,0.028445,0.028445,0.028445,0.028445,0.028445
32607,RNU6-1246P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32608,RNU6-1247P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32609,RNU6-1248P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32610,RNU6-1249P,0.003586,0.003586,0.003586,0.003586,0.003586,0.003586,0.003586
32611,RNU6-1250P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32612,RNU6-1251P,0.356029,0.356029,0.356029,0.356029,0.356029,0.356029,0.356029
32613,RNU6-1252P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32614,RNU6-1254P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32615,RNU6-1255P,0.036343,0.036343,0.036343,0.036343,0.036343,0.036343,0.036343
32616,RNU6-1256P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32617,RNU6-1257P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32618,RNU6-1258P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32619,RNU6-125P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32620,RNU6-1260P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32621,RNU6-1261P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32622,RNU6-1262P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32623,RNU6-1263P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32624,RNU6-1264P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32625,RNU6-1265P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32626,RNU6-1266P,0.003482,0.003482,0.003482,0.003482,0.003482,0.003482,0.003482
32627,RNU6-1267P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32628,RNU6-1268P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32629,RNU6-1269P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32630,RNU6-126P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32631,RNU6-1270P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32632,RNU6-1271P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32633,RNU6-1272P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32634,RNU6-1273P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32635,RNU6-1274P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32636,RNU6-1275P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32637,RNU6-1276P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32638,RNU6-1277P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32639,RNU6-1278P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32640,RNU6-1279P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32641,RNU6-127P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32642,RNU6-1280P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32643,RNU6-1281P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32644,RNU6-1282P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32645,RNU6-1283P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32646,RNU6-1284P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32647,RNU6-1285P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32648,RNU6-1286P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32649,RNU6-1287P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32650,RNU6-1288P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32651,RNU6-1289P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32652,RNU6-128P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32653,RNU6-1290P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32654,RNU6-1291P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32655,RNU6-1292P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32656,RNU6-1293P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32657,RNU6-1294P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32658,RNU6-1296P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32659,RNU6-1297P,0.00843,0.00843,0.00843,0.00843,0.00843,0.00843,0.00843
32660,RNU6-1298P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32661,RNU6-1299P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32662,RNU6-129P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32663,RNU6-12P,0.079028,0.079028,0.079028,0.079028,0.079028,0.079028,0.079028
32664,RNU6-1300P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32665,RNU6-1301P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32666,RNU6-1303P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32667,RNU6-1304P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32668,RNU6-1305P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32669,RNU6-1306P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32670,RNU6-1307P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32671,RNU6-1308P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32672,RNU6-1309P,0.045886,0.045886,0.045886,0.045886,0.045886,0.045886,0.045886
32673,RNU6-130P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32674,RNU6-1310P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32675,RNU6-1311P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32676,RNU6-1312P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32677,RNU6-1313P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32678,RNU6-1314P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32679,RNU6-1315P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32680,RNU6-1316P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32681,RNU6-1317P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32682,RNU6-1318P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32683,RNU6-1319P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32684,RNU6-131P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32685,RNU6-1320P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32686,RNU6-1321P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32687,RNU6-1322P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32688,RNU6-1323P,0.035962,0.035962,0.035962,0.035962,0.035962,0.035962,0.035962
32689,RNU6-1324P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32690,RNU6-1325P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32691,RNU6-1326P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32692,RNU6-1327P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32693,RNU6-1328P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32694,RNU6-1329P,0.003658,0.003658,0.003658,0.003658,0.003658,0.003658,0.003658
32695,RNU6-132P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32696,RNU6-1330P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32697,RNU6-1331P,0.002757,0.002757,0.002757,0.002757,0.002757,0.002757,0.002757
32698,RNU6-1332P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32699,RNU6-1333P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32700,RNU6-1334P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32701,RNU6-1335P,0.00855,0.00855,0.00855,0.00855,0.00855,0.00855,0.00855
32702,RNU6-1336P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32703,RNU6-1337P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32704,RNU6-1338P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32705,RNU6-1339P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32706,RNU6-133P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32707,RNU6-1340P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32708,RNU6-135P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32709,RNU6-136P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32710,RNU6-137P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32711,RNU6-138P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32712,RNU6-139P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32713,RNU6-13P,0.024095,0.024095,0.024095,0.024095,0.024095,0.024095,0.024095
32714,RNU6-140P,0.024582,0.024582,0.024582,0.024582,0.024582,0.024582,0.024582
32715,RNU6-141P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32716,RNU6-142P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32717,RNU6-143P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32718,RNU6-144P,0.089906,0.089906,0.089906,0.089906,0.089906,0.089906,0.089906
32719,RNU6-145P,0.012707,0.012707,0.012707,0.012707,0.012707,0.012707,0.012707
32720,RNU6-146P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32721,RNU6-147P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32722,RNU6-148P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32723,RNU6-14P,0.1523,0.1523,0.1523,0.1523,0.1523,0.1523,0.1523
32724,RNU6-150P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32725,RNU6-151P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32726,RNU6-152P,0.010243,0.010243,0.010243,0.010243,0.010243,0.010243,0.010243
32727,RNU6-153P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32728,RNU6-154P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32729,RNU6-155P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32730,RNU6-156P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32731,RNU6-157P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32732,RNU6-158P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32733,RNU6-159P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32734,RNU6-15P,16.637379,16.637379,16.637379,16.637379,16.637379,16.637379,16.637379
32735,RNU6-160P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32736,RNU6-161P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32737,RNU6-162P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32738,RNU6-163P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32739,RNU6-164P,0.074485,0.074485,0.074485,0.074485,0.074485,0.074485,0.074485
32740,RNU6-165P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32741,RNU6-166P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32742,RNU6-167P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32743,RNU6-168P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32744,RNU6-169P,0.341674,0.341674,0.341674,0.341674,0.341674,0.341674,0.341674
32745,RNU6-16P,33.874355,33.874355,33.874355,33.874355,33.874355,33.874355,33.874355
32746,RNU6-170P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32747,RNU6-171P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32748,RNU6-172P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32749,RNU6-173P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32750,RNU6-174P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32751,RNU6-175P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32752,RNU6-176P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32753,RNU6-177P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32754,RNU6-178P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32755,RNU6-179P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32756,RNU6-17P,0.100284,0.100284,0.100284,0.100284,0.100284,0.100284,0.100284
32757,RNU6-180P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32758,RNU6-181P,0.068573,0.068573,0.068573,0.068573,0.068573,0.068573,0.068573
32759,RNU6-182P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32760,RNU6-183P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32761,RNU6-184P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32762,RNU6-185P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32763,RNU6-187P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32764,RNU6-188P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32765,RNU6-189P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32766,RNU6-18P,0.255642,0.255642,0.255642,0.255642,0.255642,0.255642,0.255642
32767,RNU6-190P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32768,RNU6-191P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32769,RNU6-192P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32770,RNU6-193P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32771,RNU6-194P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
